Shopname,CustID,ProductID,Quantity
Shop1,74,6,812
Shop1,98,2,890
Shop1,94,28,441
Shop1,82,34,456
Shop1,72,31,940
Shop1,8,68,382
Shop1,57,54,762
Shop1,4,45,81
Shop1,67,45,389
Shop1,92,33,895
Shop1,19,32,698
Shop1,98,65,690
Shop1,54,72,144
Shop1,96,76,544
Shop1,31,45,435
Shop1,3,66,165
Shop1,84,61,67
Shop1,24,9,333
Shop1,75,65,154
Shop1,90,21,336
Shop1,99,70,552
Shop1,6,40,459
Shop1,31,52,17
Shop1,16,51,569
Shop1,53,17,396
Shop1,3,29,638
Shop1,10,65,229
Shop1,78,54,319
Shop1,15,14,326
Shop1,15,79,853
Shop1,73,68,268
Shop1,62,16,474
Shop1,14,8,439
Shop1,30,70,88
Shop1,83,16,376
Shop1,43,23,207
Shop1,12,21,266
Shop1,95,16,554
Shop1,54,21,526
Shop1,92,58,405
Shop1,7,44,182
Shop1,6,58,802
Shop1,2,4,242
Shop1,91,24,294
Shop1,56,7,504
Shop1,65,26,731
Shop1,19,19,977
Shop1,21,51,914
Shop1,94,41,835
Shop1,2,73,65
Shop1,75,50,112
Shop1,84,5,368
Shop1,14,42,7
Shop1,3,34,191
Shop1,65,35,124
Shop1,83,37,451
Shop1,69,29,395
Shop1,99,72,500
Shop1,48,34,48
Shop1,29,59,247
Shop1,70,52,347
Shop1,65,47,367
Shop1,36,1,11
Shop1,82,48,645
Shop1,73,40,67
Shop1,82,6,855
Shop1,29,7,389
Shop1,37,66,402
Shop1,96,32,483
Shop1,83,23,903
Shop1,55,48,979
Shop1,91,46,415
Shop1,95,56,390
Shop1,43,76,404
Shop1,15,41,530
Shop1,89,20,241
Shop1,40,29,523
Shop1,39,25,940
Shop1,91,69,12
Shop1,32,31,631
Shop1,38,12,202
Shop1,19,62,237
Shop1,78,48,151
Shop1,80,62,882
Shop1,50,55,710
Shop1,22,43,529
Shop1,51,72,955
Shop1,24,78,268
Shop1,92,2,761
Shop1,96,46,934
Shop1,84,21,314
Shop1,20,72,487
Shop1,41,30,98
Shop1,36,31,775
Shop1,69,25,149
Shop1,94,11,251
Shop1,7,33,663
Shop1,24,2,408
Shop1,28,54,90
Shop1,11,42,480
Shop1,91,45,661
Shop1,3,54,611
Shop1,8,23,288
Shop1,79,14,442
Shop1,4,64,386
Shop1,41,49,903
Shop1,27,10,640
Shop1,36,7,226
Shop1,11,28,808
Shop1,76,23,351
Shop1,99,51,514
Shop1,74,13,464
Shop1,34,30,584
Shop1,2,67,432
Shop1,11,42,919
Shop1,35,74,992
Shop1,28,35,538
Shop1,72,60,381
Shop1,96,53,79
Shop1,93,59,319
Shop1,83,74,471
Shop1,49,56,147
Shop1,81,62,413
Shop1,32,11,268
Shop1,68,48,716
Shop1,73,65,654
Shop1,18,49,85
Shop1,55,59,992
Shop1,91,10,917
Shop1,88,36,418
Shop1,37,44,586
Shop1,55,78,769
Shop1,49,56,189
Shop1,61,33,853
Shop1,96,50,108
Shop1,15,77,496
Shop1,13,34,95
Shop1,37,37,624
Shop1,99,64,952
Shop1,65,66,694
Shop1,97,70,747
Shop1,89,64,376
Shop1,51,62,758
Shop1,90,10,47
Shop1,65,61,797
Shop1,65,64,916
Shop1,69,52,934
Shop1,77,15,63
Shop1,58,77,133
Shop1,5,49,513
Shop1,82,42,451
Shop1,61,42,340
Shop1,18,7,766
Shop1,64,53,481
Shop1,4,75,935
Shop1,41,4,214
Shop1,73,34,600
Shop1,67,17,468
Shop1,26,43,944
Shop1,45,15,92
Shop1,27,80,657
Shop1,80,71,36
Shop1,1,66,294
Shop1,16,78,776
Shop1,21,22,733
Shop1,29,40,100
Shop1,22,2,431
Shop1,75,38,334
Shop1,26,33,476
Shop1,25,9,603
Shop1,14,28,23
Shop1,64,22,694
Shop1,69,60,536
Shop1,89,14,529
Shop1,99,53,231
Shop1,28,14,133
Shop1,14,64,603
Shop1,40,34,792
Shop1,60,40,527
Shop1,29,45,130
Shop1,68,66,985
Shop1,18,80,989
Shop1,58,77,374
Shop1,78,7,695
Shop1,16,33,762
Shop1,75,38,128
Shop1,70,39,686
Shop1,95,20,327
Shop1,90,51,556
Shop1,16,44,558
Shop1,29,59,615
Shop1,82,3,54
Shop1,89,56,533
Shop1,15,27,167
Shop1,6,15,5
Shop1,33,71,733
Shop1,99,49,441
Shop1,60,51,674
Shop1,12,62,683
Shop1,24,13,790
Shop1,16,56,268
Shop1,55,61,431
Shop1,38,73,716
Shop1,71,37,986
Shop1,91,65,442
Shop1,54,23,542
Shop1,46,3,793
Shop1,59,77,480
Shop1,9,13,516
Shop1,16,39,400
Shop1,65,76,30
Shop1,62,76,568
Shop1,53,47,763
Shop1,78,77,846
Shop1,60,6,729
Shop1,44,11,828
Shop1,95,45,313
Shop1,50,62,95
Shop1,15,54,932
Shop1,29,67,214
Shop1,28,73,192
Shop1,2,30,392
Shop1,82,19,29
Shop1,53,44,677
Shop1,78,45,931
Shop1,78,26,998
Shop1,53,4,202
Shop1,2,23,384
Shop1,79,59,398
Shop1,23,20,565
Shop1,44,80,65
Shop1,100,49,343
Shop1,94,19,967
Shop1,46,20,336
Shop1,2,62,577
Shop1,95,21,394
Shop1,90,14,322
Shop1,24,51,738
Shop1,86,49,80
Shop1,24,2,989
Shop1,99,22,846
Shop1,18,64,968
Shop1,32,44,219
Shop1,67,65,3
Shop1,60,54,894
Shop1,72,68,35
Shop1,48,48,443
Shop1,15,57,960
Shop1,57,8,122
Shop1,20,75,417
Shop1,90,7,906
Shop1,83,19,565
Shop1,59,17,557
Shop1,4,80,55
Shop1,8,9,695
Shop1,73,14,309
Shop1,16,26,161
Shop1,7,6,775
Shop1,63,79,625
Shop1,59,63,32
Shop1,55,17,332
Shop1,71,58,477
Shop1,5,75,160
Shop1,32,71,942
Shop1,2,20,73
Shop1,29,28,524
Shop1,8,30,466
Shop1,52,32,410
Shop1,56,61,393
Shop1,25,55,652
Shop1,64,66,171
Shop1,8,25,86
Shop1,55,14,1
Shop1,4,47,516
Shop1,87,6,1
Shop1,55,17,485
Shop1,86,32,397
Shop1,89,57,596
Shop1,80,28,211
Shop1,30,46,35
Shop1,90,65,104
Shop1,32,41,622
Shop1,83,64,563
Shop1,70,18,888
Shop1,19,32,41
Shop1,29,72,997
Shop1,69,33,487
Shop1,68,2,365
Shop1,55,4,868
Shop1,9,76,827
Shop1,2,36,86
Shop1,94,16,825
Shop1,36,37,572
Shop1,24,75,145
Shop1,72,28,767
Shop1,80,15,79
Shop1,33,60,572
Shop1,12,23,773
Shop1,66,42,430
Shop1,43,44,49
Shop1,59,11,250
Shop1,7,31,899
Shop1,59,71,492
Shop1,33,67,363
Shop1,97,39,37
Shop1,85,7,4
Shop1,73,31,357
Shop1,81,80,900
Shop1,7,29,963
Shop1,12,73,95
Shop1,100,59,465
Shop1,61,5,923
Shop1,3,30,1000
Shop1,30,67,442
Shop1,66,62,578
Shop1,49,21,483
Shop1,51,14,511
Shop1,64,37,28
Shop1,68,29,672
Shop1,87,60,84
Shop1,18,24,718
Shop1,89,20,847
Shop1,34,57,533
Shop1,90,67,305
Shop1,80,13,254
Shop1,87,75,889
Shop1,11,24,10
Shop1,2,59,112
Shop1,77,23,672
Shop1,75,42,263
Shop1,51,78,837
Shop1,37,66,954
Shop1,3,34,134
Shop1,18,2,294
Shop1,3,9,975
Shop1,81,53,460
Shop1,38,64,459
Shop1,77,30,734
Shop1,19,39,533
Shop1,94,29,640
Shop1,34,1,285
Shop1,51,1,306
Shop1,58,56,602
Shop1,96,8,866
Shop1,83,14,235
Shop1,57,80,781
Shop1,61,37,601
Shop1,31,80,673
Shop1,60,16,711
Shop1,67,72,563
Shop1,72,56,202
Shop1,33,49,539
Shop1,58,44,316
Shop1,15,11,412
Shop1,96,6,368
Shop1,82,11,194
Shop1,70,80,772
Shop1,89,6,419
Shop1,15,8,675
Shop1,38,75,840
Shop1,86,73,795
Shop1,83,64,672
Shop1,84,10,748
Shop1,97,31,749
Shop1,91,55,452
Shop1,98,22,226
Shop1,9,31,470
Shop1,40,6,199
Shop1,70,16,268
Shop1,70,39,6
Shop1,23,67,478
Shop1,11,40,520
Shop1,91,40,640
Shop1,94,71,144
Shop1,52,63,451
Shop1,35,32,175
Shop1,71,41,34
Shop1,86,78,926
Shop1,40,58,764
Shop1,15,10,285
Shop1,1,44,904
Shop1,66,35,116
Shop1,57,36,240
Shop1,23,68,900
Shop1,48,75,385
Shop1,2,68,764
Shop1,2,24,10
Shop1,44,46,440
Shop1,95,46,494
Shop1,43,9,897
Shop1,52,48,813
Shop1,33,61,324
Shop1,70,37,812
Shop1,30,32,512
Shop1,40,6,549
Shop1,20,35,646
Shop1,30,30,545
Shop1,1,43,271
Shop1,38,1,404
Shop1,78,9,975
Shop1,52,5,262
Shop1,31,59,12
Shop1,69,75,535
Shop1,19,53,943
Shop1,15,59,719
Shop1,77,8,843
Shop1,91,37,995
Shop1,24,7,178
Shop1,78,70,786
Shop1,73,2,10
Shop1,43,76,426
Shop1,40,31,379
Shop1,84,22,762
Shop1,99,61,46
Shop1,87,58,951
Shop1,71,14,946
Shop1,96,9,188
Shop1,20,15,837
Shop1,69,27,712
Shop1,4,59,506
Shop1,73,57,706
Shop1,36,67,243
Shop1,50,46,584
Shop1,70,30,961
Shop1,18,1,528
Shop1,5,59,718
Shop1,87,69,827
Shop1,6,28,297
Shop1,44,14,704
Shop1,36,36,69
Shop1,80,62,688
Shop1,33,15,388
Shop1,46,10,587
Shop1,20,29,992
Shop1,70,11,384
Shop1,94,28,318
Shop1,89,61,710
Shop1,92,46,397
Shop1,97,62,344
Shop1,3,30,423
Shop1,5,50,649
Shop1,38,29,730
Shop1,25,37,183
Shop1,65,70,225
Shop1,12,33,513
Shop1,64,56,553
Shop1,10,78,533
Shop1,98,55,819
Shop1,77,37,203
Shop1,34,19,527
Shop1,69,18,627
Shop1,79,52,915
Shop1,91,67,829
Shop1,43,59,691
Shop1,100,43,353
Shop1,42,4,808
Shop1,39,53,424
Shop1,83,6,487
Shop1,34,78,498
Shop1,51,8,900
Shop1,31,78,442
Shop1,37,62,442
Shop1,71,11,877
Shop1,42,7,130
Shop1,59,63,537
Shop1,45,25,636
Shop1,27,59,229
Shop1,58,65,728
Shop1,92,26,627
Shop1,8,33,235
Shop1,13,15,956
Shop1,87,52,119
Shop1,10,66,421
Shop1,67,6,305
Shop1,25,10,117
Shop1,75,49,536
Shop1,42,3,336
Shop1,8,13,921
Shop1,82,31,502
Shop1,66,73,44
Shop1,1,45,49
Shop1,61,29,228
Shop1,4,27,121
Shop1,36,39,39
Shop1,65,57,868
Shop1,69,7,600
Shop1,85,54,38
Shop1,35,27,154
Shop1,32,39,639
Shop1,43,48,367
Shop1,24,10,186
Shop1,65,75,551
Shop1,26,14,12
Shop1,62,32,761
Shop1,25,71,579
Shop1,81,12,120
Shop1,24,57,601
Shop1,30,30,731
Shop1,20,22,240
Shop1,48,64,847
Shop1,79,57,893
Shop1,26,5,157
Shop1,51,53,109
Shop1,65,53,840
Shop1,83,32,645
Shop1,42,21,696
Shop1,64,18,300
Shop1,17,28,947
Shop1,66,60,1000
Shop1,27,30,17
Shop1,16,42,223
Shop1,36,13,782
Shop1,98,66,661
Shop1,59,29,600
Shop1,12,63,341
Shop1,80,26,144
Shop1,39,35,120
Shop1,4,8,508
Shop1,37,8,707
Shop1,49,30,343
Shop1,81,66,213
Shop1,10,56,596
Shop1,37,19,850
Shop1,15,28,854
Shop1,5,14,174
Shop1,9,55,571
Shop1,97,71,116
Shop1,42,63,891
Shop1,99,43,763
Shop1,15,41,66
Shop1,23,12,244
Shop1,15,43,104
Shop1,84,71,170
Shop1,54,54,518
Shop1,56,6,622
Shop1,32,11,470
Shop1,57,37,976
Shop1,96,38,67
Shop1,64,52,549
Shop1,48,44,740
Shop1,23,19,759
Shop1,7,20,29
Shop1,56,23,700
Shop1,52,6,346
Shop1,33,33,714
Shop1,31,3,598
Shop1,88,14,28
Shop1,67,27,678
Shop1,95,49,130
Shop1,20,41,442
Shop1,15,24,425
Shop1,37,51,851
Shop1,73,60,570
Shop1,20,38,691
Shop1,23,59,663
Shop1,95,14,769
Shop1,4,18,215
Shop1,62,3,457
Shop1,69,7,431
Shop1,25,9,225
Shop1,88,2,58
Shop1,80,39,585
Shop1,45,30,663
Shop1,53,78,103
Shop1,50,58,439
Shop1,3,60,656
Shop1,4,59,827
Shop1,38,40,405
Shop1,34,80,793
Shop1,92,27,496
Shop1,93,20,424
Shop1,20,65,830
Shop1,32,21,500
Shop1,75,9,470
Shop1,75,2,606
Shop1,50,39,958
Shop1,42,41,297
Shop1,68,64,751
Shop1,43,39,585
Shop1,41,8,817
Shop1,98,68,900
Shop1,80,24,476
Shop1,12,72,347
Shop1,64,58,603
Shop1,42,67,257
Shop1,13,44,286
Shop1,61,4,138
Shop1,18,5,720
Shop1,67,31,216
Shop1,61,56,167
Shop1,61,70,249
Shop1,59,74,37
Shop1,99,28,362
Shop1,90,54,783
Shop1,90,58,710
Shop1,45,19,290
Shop1,80,56,332
Shop1,23,79,581
Shop1,12,24,792
Shop1,66,69,997
Shop1,47,52,57
Shop1,25,39,945
Shop1,38,35,485
Shop1,85,22,990
Shop1,55,61,129
Shop1,81,52,416
Shop1,98,2,569
Shop1,92,38,761
Shop1,94,52,839
Shop1,4,61,685
Shop1,75,28,392
Shop1,94,20,256
Shop1,59,36,340
Shop1,79,56,535
Shop1,82,48,69
Shop1,9,48,551
Shop1,39,10,930
Shop1,47,9,221
Shop1,44,27,508
Shop1,33,12,950
Shop1,17,64,572
Shop1,97,68,981
Shop1,68,44,482
Shop1,55,74,515
Shop1,13,48,450
Shop1,70,14,360
Shop1,49,1,822
Shop1,40,32,867
Shop1,14,56,716
Shop1,45,36,901
Shop1,87,69,791
Shop1,38,27,252
Shop1,38,72,430
Shop1,54,56,469
Shop1,98,12,795
Shop1,27,43,334
Shop1,76,21,222
Shop1,10,7,4
Shop1,53,7,704
Shop1,27,59,82
Shop1,83,37,285
Shop1,4,67,902
Shop1,73,32,368
Shop1,53,25,248
Shop1,27,30,976
Shop1,5,34,457
Shop1,99,39,223
Shop1,67,75,498
Shop1,25,30,595
Shop1,46,12,882
Shop1,82,44,352
Shop1,72,79,124
Shop1,55,23,761
Shop1,30,69,330
Shop1,18,14,896
Shop1,68,15,500
Shop1,85,54,292
Shop1,2,11,124
Shop1,18,52,355
Shop1,48,39,965
Shop1,38,7,518
Shop1,62,73,8
Shop1,88,25,26
Shop1,37,44,783
Shop1,68,35,630
Shop1,57,28,682
Shop1,6,73,670
Shop1,16,51,41
Shop1,17,42,912
Shop1,13,50,179
Shop1,45,42,400
Shop1,69,10,940
Shop1,34,47,518
Shop1,75,27,802
Shop1,44,5,790
Shop1,96,67,902
Shop1,4,38,910
Shop1,30,19,298
Shop1,34,33,325
Shop1,99,58,164
Shop1,92,45,88
Shop1,59,5,790
Shop1,43,53,476
Shop1,13,56,184
Shop1,80,3,360
Shop1,38,75,668
Shop1,65,49,13
Shop1,1,65,129
Shop1,73,21,604
Shop1,51,33,141
Shop1,28,43,525
Shop1,72,53,53
Shop1,9,4,811
Shop1,27,41,513
Shop1,24,75,598
Shop1,67,32,5
Shop1,44,59,51
Shop1,5,1,469
Shop1,75,21,685
Shop1,90,31,341
Shop1,69,36,39
Shop1,58,11,683
Shop1,50,24,352
Shop1,12,39,807
Shop1,47,69,35
Shop1,99,48,966
Shop1,65,36,360
Shop1,85,58,717
Shop1,89,76,18
Shop1,22,48,891
Shop1,62,62,869
Shop1,94,21,519
Shop1,2,54,822
Shop1,58,30,436
Shop1,2,15,36
Shop1,78,34,452
Shop1,40,57,316
Shop1,81,69,592
Shop1,92,62,271
Shop1,22,75,713
Shop1,86,15,645
Shop1,8,26,136
Shop1,19,6,594
Shop1,49,59,610
Shop1,8,17,142
Shop1,84,49,922
Shop1,68,20,731
Shop1,23,5,584
Shop1,78,78,618
Shop1,72,34,952
Shop1,66,32,924
Shop1,57,73,739
Shop1,51,20,537
Shop1,23,9,309
Shop1,44,35,848
Shop1,62,63,619
Shop1,59,59,873
Shop1,94,78,677
Shop1,58,45,513
Shop1,29,72,382
Shop1,40,2,414
Shop1,85,63,652
Shop1,89,41,675
Shop1,56,17,350
Shop1,64,48,767
Shop1,50,63,377
Shop1,31,75,921
Shop1,50,76,988
Shop1,99,53,463
Shop1,1,11,210
Shop1,54,16,438
Shop1,14,72,879
Shop1,56,77,273
Shop1,65,68,143
Shop1,24,39,316
Shop1,31,75,44
Shop1,17,35,117
Shop1,12,74,576
Shop1,98,11,241
Shop1,98,23,132
Shop1,71,10,905
Shop1,60,49,705
Shop1,87,1,487
Shop1,34,35,499
Shop1,99,65,82
Shop1,94,68,388
Shop1,50,54,298
Shop1,94,30,38
Shop1,27,79,782
Shop1,3,8,697
Shop1,96,63,992
Shop1,71,9,812
Shop1,67,79,152
Shop1,21,5,640
Shop1,9,24,486
Shop1,23,1,84
Shop1,20,38,688
Shop1,22,39,568
Shop1,5,4,378
Shop1,13,57,191
Shop1,38,39,294
Shop1,40,16,763
Shop1,34,66,267
Shop1,41,58,951
Shop1,47,47,237
Shop1,15,69,412
Shop1,85,36,625
Shop1,81,66,853
Shop1,27,75,227
Shop1,7,71,829
Shop1,71,15,261
Shop1,11,73,162
Shop1,15,27,493
Shop1,57,23,214
Shop1,13,37,238
Shop1,94,29,370
Shop1,69,31,985
Shop1,4,71,537
Shop1,11,34,24
Shop1,39,50,961
Shop1,47,50,651
Shop1,98,24,297
Shop1,24,42,656
Shop1,100,7,444
Shop1,48,27,182
Shop1,19,18,862
Shop1,86,3,815
Shop1,7,45,867
Shop1,71,9,637
Shop1,6,53,955
Shop1,34,18,890
Shop1,26,72,656
Shop1,76,63,973
Shop1,83,8,496
Shop1,35,4,405
Shop1,51,66,590
Shop1,69,51,734
Shop1,72,68,551
Shop1,91,69,572
Shop1,99,50,45
Shop1,64,52,933
Shop1,81,26,480
Shop1,7,26,208
Shop1,57,47,280
Shop1,27,43,586
Shop1,12,44,592
Shop1,30,14,812
Shop1,51,43,568
Shop1,78,36,334
Shop1,83,54,658
Shop1,89,72,290
Shop1,89,57,283
Shop1,86,6,182
Shop1,23,30,529
Shop1,17,14,549
Shop1,91,70,776
Shop1,68,23,557
Shop1,69,25,833
Shop1,55,48,41
Shop1,57,5,878
Shop1,14,63,684
Shop1,72,23,310
Shop1,21,19,306
Shop1,11,73,275
Shop1,16,17,610
Shop1,30,17,775
Shop1,84,2,555
Shop1,91,76,676
Shop1,39,42,203
Shop1,22,51,938
Shop1,43,74,522
Shop1,72,49,807
Shop1,41,58,994
Shop1,87,24,461
Shop1,13,48,9
Shop1,86,68,636
Shop1,5,27,870
Shop1,43,62,546
Shop1,4,19,865
Shop1,66,67,3
Shop1,61,71,389
Shop1,50,46,176
Shop1,89,43,589
Shop1,35,60,905
Shop1,49,51,815
Shop1,48,42,755
Shop1,52,28,214
Shop1,60,36,160
Shop1,89,36,889
Shop1,1,54,380
Shop1,53,64,757
Shop1,51,17,913
Shop1,17,18,910
Shop1,41,13,326
Shop1,47,58,217
Shop1,74,2,598
Shop1,19,60,775
Shop1,91,32,460
Shop1,76,13,883
Shop1,59,29,446
Shop1,48,7,379
Shop1,92,48,364
Shop1,47,38,590
Shop1,47,74,419
Shop1,38,38,52
Shop1,73,17,762
Shop1,23,29,569
Shop1,8,32,624
Shop1,9,10,628
Shop1,65,60,586
Shop1,83,26,579
Shop1,77,74,760
Shop1,54,32,225
Shop1,12,79,539
Shop1,8,56,176
Shop1,23,6,995
Shop1,68,12,904
Shop1,58,46,421
Shop1,13,22,261
Shop1,58,48,847
Shop1,36,65,56
Shop1,49,14,706
Shop1,76,47,363
Shop1,9,45,199
Shop1,12,65,641
Shop1,33,16,950
Shop1,79,13,584
Shop1,48,27,429
Shop1,1,17,272
Shop1,5,18,524
Shop1,29,78,678
Shop1,71,31,879
Shop1,66,30,591
Shop1,51,74,938
Shop1,21,48,331
Shop1,30,43,422
Shop1,6,31,459
Shop1,54,20,620
Shop1,64,47,499
Shop1,15,44,824
Shop1,69,34,101
Shop1,41,10,493
Shop1,11,64,415
Shop1,53,27,831
Shop1,7,9,625
Shop1,99,66,963
Shop1,8,45,851
Shop1,39,68,503
Shop1,7,71,140
Shop1,62,38,88
Shop1,15,42,179
Shop1,81,1,274
Shop1,16,77,155
Shop1,36,54,690
Shop1,59,48,916
Shop1,36,11,471
Shop1,9,10,935
Shop1,28,75,974
Shop1,2,13,617
Shop1,62,72,688
Shop1,55,2,149
Shop1,84,49,923
Shop1,74,5,260
Shop1,61,80,333
Shop1,67,59,310
Shop1,32,19,239
Shop1,41,29,685
Shop1,13,38,36
Shop1,93,40,359
Shop1,16,76,950
Shop1,52,38,77
Shop1,40,3,209
Shop1,17,44,99
Shop1,67,3,32
Shop1,76,8,113
Shop1,80,63,88
Shop1,17,42,223
Shop1,23,16,424
Shop1,14,19,994
Shop1,19,71,915
Shop1,9,67,228
Shop1,28,1,703
Shop1,60,78,401
Shop1,4,54,607
Shop1,58,43,712
Shop1,92,68,450
Shop1,77,66,228
Shop1,85,32,299
Shop1,49,54,322
Shop1,62,28,874
Shop1,75,74,901
Shop1,31,16,510
Shop1,95,22,976
Shop1,85,49,715
Shop1,63,39,142
Shop1,98,68,427
Shop1,76,8,954
Shop1,81,36,715
Shop1,2,77,161
Shop1,23,23,824
Shop1,1,79,22
Shop1,43,8,25
Shop1,7,25,482
Shop1,28,6,584
Shop1,40,36,868
Shop1,72,4,914
Shop1,83,35,949
Shop1,59,54,518
Shop1,87,50,902
Shop1,59,28,906
Shop1,42,25,851
Shop1,80,60,269
Shop1,54,3,807
Shop1,47,61,128
Shop1,8,79,626
Shop1,46,35,538
Shop1,79,77,134
Shop1,90,14,150
Shop1,79,50,209
Shop1,48,28,653
Shop1,62,71,789
Shop1,39,69,901
Shop1,20,7,777
Shop1,78,61,605
Shop1,35,77,356
Shop1,1,35,434
Shop1,8,17,436
Shop1,38,39,183
Shop1,50,44,932
Shop1,28,70,336
Shop1,7,2,283
Shop1,94,68,613
Shop1,60,79,422
Shop1,63,71,410
Shop1,95,46,255
Shop1,46,44,293
Shop1,65,69,195
Shop1,47,24,11
Shop1,45,48,235
Shop1,44,74,703
Shop1,11,25,430
Shop1,51,68,895
Shop1,42,31,66
Shop1,81,3,414
Shop1,47,23,632
Shop1,14,27,916
Shop1,85,66,375
Shop1,59,72,321
Shop1,76,28,419
Shop1,11,10,54
Shop1,42,75,465
Shop1,70,74,733
Shop1,72,30,17
Shop1,78,51,415
Shop1,23,52,967
Shop1,75,13,855
Shop1,78,45,700
Shop1,86,70,706
Shop1,44,77,513
Shop1,90,59,404
Shop1,71,9,947
Shop1,86,43,495
Shop1,85,14,278
Shop1,69,23,658
Shop1,36,56,69
Shop1,30,20,148
Shop1,98,24,29
Shop1,4,46,161
Shop1,64,49,778
Shop1,3,69,819
Shop1,7,9,73
Shop1,93,80,543
Shop1,85,3,362
Shop1,47,2,126
Shop1,75,5,465
Shop1,6,2,520
Shop1,31,10,992
Shop1,40,65,338
Shop1,6,34,814
Shop1,33,44,66
Shop1,40,64,109
Shop1,32,58,837
Shop1,51,61,145
Shop1,91,49,39
Shop1,10,30,870
Shop1,74,12,477
Shop1,74,23,454
Shop1,13,9,177
Shop1,45,59,240
Shop1,97,60,120
Shop1,7,22,913
Shop1,15,40,318
Shop1,78,68,546
Shop1,73,62,159
Shop1,26,69,15
Shop1,23,20,61
Shop1,56,56,88
Shop1,23,39,188
Shop1,5,51,494
Shop1,13,23,694
Shop1,87,26,832
Shop1,46,40,175
Shop1,90,53,358
Shop1,52,21,244
Shop1,41,59,176
Shop1,55,55,573
Shop1,11,8,93
Shop1,76,36,840
Shop1,28,76,392
Shop1,88,42,658
Shop1,28,23,817
Shop1,41,4,281
Shop1,98,66,499
Shop1,37,26,144
Shop1,2,72,38
Shop1,11,34,697
Shop1,56,46,132
Shop1,96,72,689
Shop1,20,66,609
Shop1,93,77,620
Shop1,19,34,299
Shop1,63,64,349
Shop1,56,59,505
Shop1,49,50,455
Shop1,13,9,918
Shop1,63,10,273
Shop1,48,35,200
Shop1,16,30,436
Shop1,63,47,556
Shop1,69,16,68
Shop1,27,61,624
Shop1,59,66,529
Shop1,15,17,956
Shop1,84,41,217
Shop1,63,56,31
Shop1,59,35,540
Shop1,6,73,671
Shop1,24,1,701
Shop1,54,65,494
Shop1,76,48,721
Shop1,94,38,468
Shop1,35,77,662
Shop1,26,55,277
Shop1,95,77,667
Shop1,78,1,89
Shop1,62,42,392
Shop1,34,74,919
Shop1,77,77,29
Shop1,14,3,495
Shop1,99,40,280
Shop1,49,3,567
Shop1,47,24,725
Shop1,17,8,813
Shop1,80,57,522
Shop1,2,44,895
Shop1,46,15,792
Shop1,98,13,945
Shop1,55,30,405
