impacto_presupuestario_anio,impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,proyecto_id,proyecto_desc,actividad_id,actividad_desc,obra_id,obra_desc,finalidad_id,finalidad_desc,funcion_id,funcion_desc,inciso_id,inciso_desc,principal_id,principal_desc,parcial_id,parcial_desc,subparcial_id,subparcial_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,fuente_financiamiento_id,fuente_financiamiento_desc,ubicacion_geografica_id,ubicacion_geografica_desc,unidad_ejecutora_id,unidad_ejecutora_desc,prestamo_externo_id,prestamo_externo_desc,codigo_bapin_id,codigo_bapin_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,ultima_actualizacion_fecha
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,1,"Productos alimenticios, agropecuarios y forestales",1,Alimentos para personas,0,Alimentos para personas,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"10,765653","10,765653",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,1,"Productos alimenticios, agropecuarios y forestales",5,"Madera, corcho y sus manufacturas",0,"Madera, corcho y sus manufacturas",21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,014383","0,014383",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,2,Textiles y vestuario,1,Hilados y telas,0,Hilados y telas,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,015733","0,015733",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,2,Textiles y vestuario,2,Prendas de vestir,0,Prendas de vestir,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"1,820574","1,820574",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,2,Textiles y vestuario,3,Confecciones textiles,0,Confecciones textiles,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,001337","0,001337",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,3,"Productos de papel, cartón e impresos",1,Papel de escritorio y cartón,0,Papel de escritorio y cartón,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,841845","0,841845",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,3,"Productos de papel, cartón e impresos",2,Papel para computación,0,Papel para computación,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"3,5","3,5",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,3,"Productos de papel, cartón e impresos",3,Productos de artes gráficas,0,Productos de artes gráficas,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,003349","0,003349",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,3,"Productos de papel, cartón e impresos",4,Productos de papel y cartón,0,Productos de papel y cartón,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,470764","0,470764",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,4,Productos de cuero y caucho,4,Cubiertas y cámaras de aire,0,Cubiertas y cámaras de aire,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,001673","0,001673",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",1,Compuestos químicos,0,Compuestos químicos,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,295333","0,295333",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",2,Productos farmacéuticos y medicinales,0,Productos farmacéuticos y medicinales,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,002509","0,002509",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",5,"Tintas, pinturas y colorantes",0,"Tintas, pinturas y colorantes",21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,01087","0,01087",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",6,Combustibles y lubricantes,0,Combustibles y lubricantes,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"20,226557","20,226557",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",8,Productos de material plástico,0,Productos de material plástico,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,000836","0,000836",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,5,"Productos químicos, combustibles y lubricantes",9,Otros n.e.p.,0,Otros n.e.p.,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,00418","0,00418",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,6,Productos de minerales no metálicos,1,Productos de arcilla y cerámica,0,Productos de arcilla y cerámica,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,000419","0,000419",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,6,Productos de minerales no metálicos,2,Productos de vidrio,0,Productos de vidrio,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,534744","0,534744",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
2022,1,2022,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,312,Honorable Senado de la Nación Argentina,16,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,Formacion y Sancion de Leyes Nacionales,0,Formacion y Sancion de Leyes Nacionales,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,2,Bienes de consumo,6,Productos de minerales no metálicos,3,Productos de loza y porcelana,0,Productos de loza y porcelana,21221000,Bienes de consumo,1.1,Tesoro Nacional,2,Ciudad Autónoma de Buenos Aires,392,Honorable Cámara de Senadores,0,GENERICO,0,El Organismo no carga BAPIN,"0,010034","0,010034",0,0,0,Última actualización del ejercicio 2022: 02 Julio 2023.
